,state,county,Unemployment,countyhelper,ranking,geometry
997,GA,Decatur,3.35,GADecatur County,0.7608576263377261,POINT (-84.5740953 30.8736613)
998,NE,Howard,2.19,NEHoward County,0.8246289189905334,POINT (-98.5174349 41.227424)
999,KS,Crawford,2.99,KSCrawford County,0.7806487139972228,POINT (-94.8652466 37.503889)
1000,NE,Greeley,2.12,NEGreeley County,0.8284771965939515,POINT (-98.5300914 41.5595746)
1001,KY,Clinton,5.08,KYClinton County,0.6657504263222911,POINT (-85.1426047 36.7190018)
1002,MO,Montgomery,2.48,MOMontgomery County,0.8086860958273316,POINT (-91.4821326 38.9682313)
1003,MN,Dodge,2.73,MNDodge County,0.7949422809477268,POINT (-92.8678406 44.0175404)
1004,LA,Pointe Coupee Parish,4.03,LAPointe Coupee Parish,0.7234744330880833,POINT (-91.5740887 30.6194283)
1005,IA,Mitchell,2.09,IAMitchell County,0.8301264528066492,POINT (-92.7840209 43.342033)
1006,MS,Tippah,3.53,MSTippah County,0.7509620759544162,POINT (-88.9119403 34.7296814)
1007,WV,Monroe,3.49,WVMonroe County,0.7531610842380132,POINT (-80.5192225 37.5585821)
1008,TX,Bosque,3.83,TXBosque County,0.734469500720315,POINT (-97.6561014 31.8778358)
1009,KY,McLean,4.61,KYMclean County,0.6915887867616797,POINT (-87.2594272 37.5216272)
1010,ND,Traill,2.04,NDTraill County,0.8328752131611455,POINT (-97.1797001 47.4438504)
1011,MO,Oregon,3.24,MOOregon County,0.7669048991176179,POINT (-91.4219804 36.6909747)
1012,MS,Greene,6.14,MSGreene County,0.6074766543784764,POINT (-88.6429687 31.2049136)
1013,AR,Conway,3.89,ARConway County,0.7311709751877962,POINT (-92.6888936 35.2521996)
1014,TX,Calhoun,3.81,TXCalhoun County,0.7355690048621135,POINT (-96.6736551 28.5031572)
1015,MT,Sheridan,1.96,MTSheridan County,0.8372732297283396,POINT (-104.5154683 48.7625919)
1016,MN,Renville,3.73,MNRenville County,0.7399670214293077,POINT (-94.9084771 44.7242874)
1017,GA,Lee,2.98,GALee County,0.781198466068122,POINT (-84.1346212 31.7620158)
1018,MN,Cook,3.67,MNCook County,0.7432655338547032,POINT (-90.47301 47.9149076)
1019,KY,Bath,5.45,KYBath County,0.6454095865918952,POINT (-83.7249243 38.1245248)
1020,NE,Nuckolls,2.24,NENuckolls County,0.8218801586360371,POINT (-98.047997 40.1621285)
1021,KS,Labette,3.14,KSLabette County,0.7724024198266106,POINT (-95.3103729 37.1899712)
1022,OK,Atoka,4.01,OKAtoka County,0.7245739372298818,POINT (-96.017838 34.3284948)
1023,VA,Halifax,4.03,VAHalifax County,0.7234744330880833,POINT (-78.9425634 36.747244)
1024,IA,Hancock,2.35,IAHancock County,0.8158328858561452,POINT (-93.7363674 43.0847702)
1025,CO,Saguache,3.55,COSaguache County,0.7498625718126176,POINT (-106.3563372 38.0945348)
1026,VA,Henry,3.56,VAHenry County,0.7493128197417184,POINT (-79.9242922 36.6725813)
1027,MS,Grenada,3.89,MSGrenada County,0.7311709751877962,POINT (-89.7674875 33.772401)
1028,KS,Cloud,2.76,KSCloud County,0.793293024735029,POINT (-97.6705137 39.4850226)
1029,IL,Stark,5.12,ILStark County,0.6635514180386941,POINT (-89.8066831 41.0712135)
1030,NC,Dare,4.47,NCDare County,0.6992853419685159,POINT (-75.6869011 35.6333866)
1031,AR,Carroll,3.04,ARCarroll County,0.7778999536427265,POINT (-93.5093048 36.3386737)
1032,KY,Casey,3.89,KYCasey County,0.7311709751877962,POINT (-84.9146294 37.2911032)
1033,MO,Mississippi,3.28,MOMississippi County,0.764705890834021,POINT (-89.3336141 36.837087)
1034,NC,Sampson,3.84,NCSampson County,0.7339197486494158,POINT (-78.3609662 35.0078434)
1035,FL,Washington,3.3,FLWashington County,0.7636063866922225,POINT (-85.6762025 30.6009343)
1036,OR,Union,4.98,ORUnion County,0.6712479470312838,POINT (-118.0257466 45.2680014)
1037,WV,Brooke,4.76,WVBrooke County,0.6833424925910675,POINT (-80.5699497 40.2729451)
1038,MD,Queen Anne's,2.84,MDQueen Anne'S County,0.788895008167835,POINT (-76.0616856 39.0273331)
1039,VA,Alleghany,3.38,VAAlleghany County,0.7592083570179051,POINT (-80.0227166 37.8167022)
1040,GA,Clarke,3.42,GAClarke County,0.757009348734308,POINT (-83.3557816 33.9458693)
1041,MS,Hancock,4.25,MSHancock County,0.7113798875282996,POINT (-89.4782116 30.3892456)
1042,KS,Doniphan,2.65,KSDoniphan County,0.7993402975149209,POINT (-95.1776492 39.7831556)
1043,WV,Taylor,3.98,WVTaylor County,0.726223206549703,POINT (-80.0403265 39.3280857)
1044,OK,Woodward,3.03,OKWoodward County,0.7784497057136257,POINT (-99.2455382 36.374499)
1045,NC,Pasquotank,4.66,NCPasquotank County,0.6888400395143066,POINT (-76.2149621 36.2280793)
1046,OR,Wallowa,5.73,ORWallowa County,0.6300165023924694,POINT (-117.1990173 45.5582608)
1047,KS,Gray,2.01,KSGray County,0.8345244693738434,POINT (-100.4373907 37.7221896)
1048,GA,Brantley,3.58,GABrantley County,0.7482133155999198,POINT (-81.9943569 31.1928547)
1049,OH,Carroll,4.5,OHCarroll County,0.6976360726486948,POINT (-81.0927234 40.5250362)
1050,MN,Koochiching,4.19,MNKoochiching County,0.7146783999536952,POINT (-93.7684251 48.221596)
1051,NE,Jefferson,1.98,NEJefferson County,0.8361737255865411,POINT (-97.1786805 40.185543)
1052,KY,Magoffin,11.79,KYMagoffin County,0.2968664328565591,POINT (-83.039044 37.6859873)
1053,GA,Colquitt,2.92,GAColquitt County,0.7844969784935176,POINT (-83.7696152 31.1803601)
1054,NY,Orleans,3.9,NYOrleans County,0.7306212231168969,POINT (-78.2272835 43.2244513)
1055,ID,Lincoln,3.57,IDLincoln County,0.7487630676708191,POINT (-114.1650584 43.0138672)
1056,TN,Johnson,3.51,TNJohnson County,0.7520615800962147,POINT (-81.8434683 36.443004)
1057,IA,Shelby,2.29,IAShelby County,0.8191313982815408,POINT (-95.3163623 41.668243)
1058,VA,Dinwiddie,3.37,VADinwiddie County,0.7597581221959275,POINT (-77.6480714 37.0712818)
1059,AL,Pickens,3.36,ALPickens County,0.7603078742668268,POINT (-88.1244034 33.2948421)
1060,MD,Somerset,5.02,MDSomerset County,0.6690489387476868,POINT (-75.8745873 38.0630795)
1061,WV,Morgan,2.9,WVMorgan County,0.7855964826353161,POINT (-78.2592246 39.5455257)
1062,NC,Beaufort,4.11,NCBeaufort County,0.7190764165208892,POINT (-76.8927522 35.469331)
1063,TN,DeKalb,3.91,TNDekalb County,0.7300714710459977,POINT (-85.83965 35.9804643)
1064,PA,Wyoming,5.12,PAWyoming County,0.6635514180386941,POINT (-76.019111 41.5179097)
1065,OH,Fayette,4.01,OHFayette County,0.7245739372298818,POINT (-83.4401122 39.5839889)
1066,NE,Seward,2.27,NESeward County,0.8202309024233393,POINT (-97.1706676 40.8695533)
1067,SC,Bamberg,5.8,SCBamberg County,0.6261682247890513,POINT (-81.0166235 33.2130154)
1068,LA,Sabine Parish,3.37,LASabine Parish,0.7597581221959275,POINT (-93.5265161 31.5223049)
1069,KY,Webster,4.08,KYWebster County,0.7207256858407103,POINT (-87.6650997 37.5139929)
1070,KS,Marshall,2.03,KSMarshall County,0.8334249652320449,POINT (-96.5255661 39.7865054)
1071,NC,Person,3.93,NCPerson County,0.7289719669041992,POINT (-78.9882995 36.3967816)
1072,TX,Tyler,6.4,TXTyler County,0.5931830743208492,POINT (-94.3984613 30.7563939)
1073,TX,Reeves,3.52,TXReeves County,0.7515118280253155,POINT (-103.6583657 31.232003)
1074,PA,Union,4.03,PAUnion County,0.7234744330880833,POINT (-77.0785945 40.9745493)
1075,WI,Richland,2.93,WIRichland County,0.7839472264226184,POINT (-90.4557081 43.3662526)
1076,MO,Perry,2.13,MOPerry County,0.827927431415929,POINT (-89.8430248 37.7107349)
1077,LA,Allen Parish,4.35,LAAllen Parish,0.705882366819307,POINT (-92.8598049 30.6558242)
1078,AL,Greene,4.58,ALGreene County,0.6932380560815008,POINT (-87.9915392 32.8620514)
1079,IA,Hamilton,2.86,IAHamilton County,0.7877955040260364,POINT (-93.7083849 42.382945)
1080,CO,Chaffee,2.78,COChaffee County,0.7921935205932304,POINT (-106.1825012 38.7413025)
1081,FL,Lafayette,3.2,FLLafayette County,0.769103907401215,POINT (-83.2221527 29.9978185)
1082,TX,Upshur,4.45,TXUpshur County,0.7003848461103144,POINT (-94.9286251 32.7263725)
1083,IN,Parke,3.14,INParke County,0.7724024198266106,POINT (-87.2158436 39.7686321)
1084,NC,Brunswick,4.88,NCBrunswick County,0.6767454677402764,POINT (-78.1914215 34.0718195)
1085,MO,Grundy,2.7,MOGrundy County,0.7965915371604246,POINT (-93.5737817 40.1075648)
1086,LA,Franklin Parish,5.02,LAFranklin Parish,0.6690489387476868,POINT (-91.6778053 32.1254252)
1087,MN,Stevens,2.24,MNStevens County,0.8218801586360371,POINT (-95.9946194 45.5837016)
1088,IL,Wabash,3.45,ILWabash County,0.7553600925216102,POINT (-87.8460903 38.4615994)
1089,KS,Rice,2.36,KSRice County,0.815283133785246,POINT (-98.2007179 38.3266261)
1090,MO,Wayne,3.68,MOWayne County,0.7427157817838039,POINT (-90.4809149 37.1129133)
1091,TX,Colorado,3.64,TXColorado County,0.744914790067401,POINT (-96.5478826 29.6099609)
1092,IN,Starke,3.92,INStarke County,0.7295217189750984,POINT (-86.6457565 41.2753164)
1093,IN,Martin,2.79,INMartin County,0.7916437685223312,POINT (-86.8022436 38.6705579)
1094,MN,Swift,3.13,MNSwift County,0.7729521718975099,POINT (-95.6898654 45.2797223)
1095,IN,Rush,2.53,INRush County,0.8059373354728353,POINT (-85.4731911 39.6220357)
1096,MS,Wilkinson,6.79,MSWilkinson County,0.5717427304486548,POINT (-91.3329359 31.1371924)
1097,KY,Hart,4.09,KYHart County,0.7201759206626878,POINT (-85.8845579 37.2921203)
1098,ND,Ransom,1.75,NDRansom County,0.8488180363243474,POINT (-97.6903091 46.4519081)
1099,CO,Pitkin,3.41,COPitkin County,0.7575591008052073,POINT (-106.8695332 39.2037774)
1100,TN,Carroll,4.03,TNCarroll County,0.7234744330880833,POINT (-88.4487987 35.9631851)
1101,TX,Hansford,2.46,TXHansford County,0.8097855999691301,POINT (-101.3621472 36.2563401)
1102,WY,Goshen,3.02,WYGoshen County,0.778999457784525,POINT (-104.3541422 42.0657096)
1103,KS,Douglas,2.65,KSDouglas County,0.7993402975149209,POINT (-95.2874559 38.8838392)
1104,MO,Holt,1.89,MOHolt County,0.8411215007781961,POINT (-95.2134565 40.0989571)
1105,IL,Scott,5.04,ILScott County,0.6679494346058882,POINT (-90.4753685 39.6333408)
1106,NC,Jackson,3.95,NCJackson County,0.7278724627624007,POINT (-83.1388055 35.2962391)
1107,UT,Beaver,2.79,UTBeaver County,0.7916437685223312,POINT (-113.2754828 38.3335694)
1108,GA,Mitchell,4.13,GAMitchell County,0.7179769123790907,POINT (-83.1137366 32.3293809)
1109,NM,Mora,5.81,NMMora County,0.6256184858252754,POINT (-104.9132218 35.972232)
1110,IA,Chickasaw,2.57,IAChickasaw County,0.8037383271892382,POINT (-92.316679 43.05994)
1111,WI,Rusk,3.83,WIRusk County,0.734469500720315,POINT (-91.1240967 45.4589749)
1112,NE,Clay,2.42,NEClay County,0.8119846082527271,POINT (-98.0695257 40.5020772)
1113,AL,Sumter,3.65,ALSumter County,0.7443650379965018,POINT (-88.1837986 32.5234698)
1114,ND,Sioux,2.67,NDSioux County,0.7982407933731224,POINT (-100.978187 46.0654725)
1115,TX,Houston,3.69,TXHouston County,0.7421660297129047,POINT (-95.390805 31.3378465)
1116,OK,Craig,3.17,OKCraig County,0.7707531636139128,POINT (-95.2053495 36.7594037)
1117,KS,Neosho,3.73,KSNeosho County,0.7399670214293077,POINT (-95.33166 37.5566345)
1118,MT,Sanders,4.49,MTSanders County,0.6981858378267174,POINT (-115.1769538 47.6801812)
1119,SC,Dillon,4.81,SCDillon County,0.6805937453436945,POINT (-79.3864339 34.4014089)
1120,TX,Yoakum,4.22,TXYoakum County,0.7130291568481206,POINT (-102.833579 33.1536951)
1121,SD,Brule,1.72,SDBrule County,0.8504672925370452,POINT (-99.0538876 43.6848301)
1122,FL,Gulf,2.76,FLGulf County,0.793293024735029,POINT (-85.2175889 29.9665252)
1123,MO,Chariton,2.11,MOChariton County,0.8290269486648507,POINT (-92.9524728 39.5372927)
1124,MN,Grant,3.03,MNGrant County,0.7784497057136257,POINT (-96.0272071 45.9358795)
1125,IA,Appanoose,2.95,IAAppanoose County,0.7828477222808198,POINT (-92.8649061 40.7455904)
1126,TN,Stewart,4.01,TNStewart County,0.7245739372298818,POINT (-87.8252756 36.5092672)
1127,TX,Gaines,3.08,TXGaines County,0.7757009453591295,POINT (-102.6220553 32.7044935)
1128,IA,Montgomery,2.52,IAMontgomery County,0.8064870875437345,POINT (-95.1753285 41.0166807)
1129,NC,Bertie,5.12,NCBertie County,0.6635514180386941,POINT (-76.9747965 36.0608505)
1130,NC,Yancey,3.71,NCYancey County,0.7410665255711062,POINT (-82.3035673 35.8875402)
1131,SC,Chester,4.45,SCChester County,0.7003848461103144,POINT (-81.1545073 34.6859896)
1132,NC,Cherokee,4.19,NCCherokee County,0.7146783999536952,POINT (-84.0886181 35.1184149)
1133,IA,Cerro Gordo,2.85,IACerro Gordo County,0.7883452560969357,POINT (-93.2548746 43.0742443)
1134,MI,Mackinac,9.99,MIMackinac County,0.3958219104754121,POINT (-85.0336698 46.085237)
1135,TN,Obion,4.01,TNObion County,0.7245739372298818,POINT (-89.1748819 36.3556031)
1136,FL,Calhoun,3.38,FLCalhoun County,0.7592083570179051,POINT (-85.2223516 30.3853734)
1137,WV,Clay,6.35,WVClay County,0.5959318477824687,POINT (-81.0718148 38.4460004)
1138,MN,Todd,3.3,MNTodd County,0.7636063866922225,POINT (-94.887283 46.0588428)
1139,VA,Manassas city,2.69,VAManassas City,0.7971412892313239,POINT (-77.4752667 38.7509488)
1140,KY,Fleming,4.63,KYFleming County,0.6904892826198812,POINT (-83.6790737 38.3663888)
1141,TX,Palo Pinto,3.92,TXPalo Pinto County,0.7295217189750984,POINT (-98.2814881 32.7215726)
1142,SC,Edgefield,3.38,SCEdgefield County,0.7592083570179051,POINT (-81.9759066 33.7635851)
1143,VA,Pulaski,3.19,VAPulaski County,0.7696536594721143,POINT (-80.7297289 37.0580572)
1144,SD,Jackson,3.12,SDJackson County,0.7735019370755324,POINT (-101.6595883 43.668546)
1145,OR,Lincoln,5.47,ORLincoln County,0.6443100824500967,POINT (-123.9276915 44.6201742)
1146,GA,Fayette,2.68,GAFayette County,0.7976910413022231,POINT (-84.4953763 33.3899269)
1147,ND,Ramsey,2.31,NDRamsey County,0.8180318941397423,POINT (-98.7062419 48.2426199)
1148,NV,Lincoln,4.1,NVLincoln County,0.7196261816989118,POINT (-114.8764448 37.5449476)
1149,KY,McCreary,5.45,KYMccreary County,0.6454095865918952,POINT (-84.4960095 36.735774)
1150,IA,Cherokee,2.32,IACherokee County,0.817482142068843,POINT (-95.6249803 42.7247968)
1151,SD,Gregory,1.91,SDGregory County,0.8400219966363975,POINT (-99.1674843 43.1713788)
1152,OR,Crook,5.78,ORCrook County,0.6272677289308499,POINT (-120.3839476 44.1460291)
1153,IA,Poweshiek,2.82,IAPoweshiek County,0.7899945123096335,POINT (-92.5435034 41.6816512)
1154,MS,Leake,4.32,MSLeake County,0.7075316099248815,POINT (-89.5241292 32.7401114)
1155,IA,Iowa,2.57,IAIowa County,0.8037383271892382,POINT (-92.0612268 41.683983)
1156,KS,Cherokee,2.69,KSCherokee County,0.7971412892313239,POINT (-94.8482069 37.1718068)
1157,MD,Dorchester,3.73,MDDorchester County,0.7399670214293077,POINT (-76.0995677 38.3930694)
1158,MO,Osage,1.95,MOOsage County,0.8378229817992389,POINT (-91.8708392 38.4637283)
1159,AR,Drew,4.61,ARDrew County,0.6915887867616797,POINT (-91.7160969 33.5716907)
1160,KY,Russell,5.15,KYRussell County,0.6619021487188731,POINT (-85.1551411 37.5726028)
1161,MS,Perry,5.04,MSPerry County,0.6679494346058882,POINT (-88.9830577 31.153317)
1162,FL,Hamilton,4.19,FLHamilton County,0.7146783999536952,POINT (-82.9763531 30.5232289)
1163,NC,McDowell,3.6,NCMcdowell County,0.7471138114581213,POINT (-82.0482171 35.6608869)
1164,MI,Benzie,5.62,MIBenzie County,0.6360637882794846,POINT (-85.9928452 44.6408868)
1165,MS,Smith,3.81,MSSmith County,0.7355690048621135,POINT (-89.4877278 32.0018336)
1166,IA,Fremont,2.45,IAFremont County,0.8103353520400294,POINT (-95.5924782 40.7345943)
1167,VA,Grayson,2.71,VAGrayson County,0.7960417850895254,POINT (-81.2114025 36.6512208)
1168,IA,Sac,2.47,IASac County,0.8092358478982309,POINT (-95.0825306 42.3797854)
1169,ND,Stutsman,2.09,NDStutsman County,0.8301264528066492,POINT (-98.9742609 46.9596318)
1170,TN,Humphreys,3.6,TNHumphreys County,0.7471138114581213,POINT (-87.7721645 36.018558)
1171,MS,Jefferson,14.94,MSJefferson County,0.1236943863449361,POINT (-91.0335766 31.7256789)
1172,KY,Breckinridge,4.78,KYBreckinridge County,0.682242988449269,POINT (-86.4109353 37.7406389)
1173,CO,Summit,2.29,COSummit County,0.8191313982815408,POINT (-106.0636654 39.6070951)
1174,NC,Madison,3.54,NCMadison County,0.7504123238835169,POINT (-82.6931063 35.8482034)
1175,GA,Glynn,3.04,GAGlynn County,0.7778999536427265,POINT (-81.5012681 31.2171726)
1176,CO,Moffat,3.26,COMoffat County,0.7658053949758195,POINT (-108.252345 40.6083135)
1177,GA,Habersham,3.18,GAHabersham County,0.7702034115430135,POINT (-83.5016755 34.6270741)
1178,KS,Barton,2.7,KSBarton County,0.7965915371604246,POINT (-98.776234 38.4683432)
1179,LA,De Soto Parish,3.98,LADe Soto Parish,0.726223206549703,POINT (-93.7488946 32.0195388)
1180,TX,Jackson,3.61,TXJackson County,0.746564059387222,POINT (-96.55561 28.9224028)
1181,CO,Baca,1.78,COBaca County,0.8471687801116496,POINT (-102.5770885 37.3147687)
1182,NY,Greene,3.66,NYGreene County,0.7438152859256024,POINT (-74.1311687 42.2811215)
1183,KY,Carroll,3.25,KYCarroll County,0.7663551470467187,POINT (-85.1000246 38.65718)
1184,IN,Fulton,3.14,INFulton County,0.7724024198266106,POINT (-86.2875206 41.0421416)
1185,MO,Gentry,2.19,MOGentry County,0.8246289189905334,POINT (-94.4159527 40.2044898)
1186,MO,Barton,2.39,MOBarton County,0.813633864465425,POINT (-94.3620755 37.5040024)
1187,IN,Fountain,2.84,INFountain County,0.788895008167835,POINT (-87.2497418 40.125252)
1188,KS,Nemaha,1.87,KSNemaha County,0.8422210049199946,POINT (-96.0157844 39.7880532)
1189,TX,Gray,4.67,TXGray County,0.6882902743362841,POINT (-100.7892236 35.3711816)
1190,TX,Lavaca,3.46,TXLavaca County,0.7548103404507109,POINT (-96.9334531 29.3703333)
1191,MT,Powell,2.71,MTPowell County,0.7960417850895254,POINT (-113.0294193 46.9109569)
1192,WV,Jefferson,2.55,WVJefferson County,0.8048378313310367,POINT (-77.8782587 39.2954767)
1193,WV,Lewis,4.91,WVLewis County,0.6750962246347019,POINT (-80.4923445 39.0073766)
1194,AR,Yell,3.99,ARYell County,0.7256734544788037,POINT (-93.4283105 34.9906072)
1195,ID,Oneida,2.59,IDOneida County,0.8026388230474397,POINT (-112.5703083 42.1628627)
1196,TX,Montague,3.74,TXMontague County,0.7394172693584085,POINT (-97.7215754 33.6205753)
1197,IN,Jay,2.76,INJay County,0.793293024735029,POINT (-85.0212356 40.4370864)
1198,AL,Cherokee,2.4,ALCherokee County,0.8130841123945256,POINT (-85.6004514 34.1142554)
1199,MN,Sibley,3.31,MNSibley County,0.7630566346213231,POINT (-94.2085682 44.5603522)
1200,NE,York,2.19,NEYork County,0.8246289189905334,POINT (-97.6001401 40.871617)
1201,PA,Mifflin,5.01,PAMifflin County,0.6695986777114626,POINT (-77.6215085 40.6099183)
1202,MO,Monroe,2.75,MOMonroe County,0.7938427768059283,POINT (-91.9896892 39.494421)
1203,MT,Dawson,2.37,MTDawson County,0.8147333817143467,POINT (-104.9259088 47.2416708)
1204,CO,Kit Carson,1.98,COKit Carson County,0.8361737255865411,POINT (-102.62075 39.3080613)
1205,AR,Logan,3.97,ARLogan County,0.7267729586206022,POINT (-93.7233321 35.2255171)
1206,NC,Davie,3.5,NCDavie County,0.752611332167114,POINT (-80.5464948 35.9375154)
1207,NV,Douglas,4.16,NVDouglas County,0.7163276692735162,POINT (-119.6201824 38.9072611)
1208,IA,Jackson,3.31,IAJackson County,0.7630566346213231,POINT (-90.5480067 42.1420382)
1209,KY,Lincoln,4.97,KYLincoln County,0.6717977122093063,POINT (-84.6573677 37.4657952)
1210,MO,Gasconade,2.32,MOGasconade County,0.817482142068843,POINT (-91.5177499 38.4575789)
1211,FL,Jefferson,3.31,FLJefferson County,0.7630566346213231,POINT (-83.9326576 30.3949531)
1212,WI,Jackson,3.95,WIJackson County,0.7278724627624007,POINT (-90.8085198 44.3016847)
1213,TX,Crosby,4.3,TXCrosby County,0.70863111406668,POINT (-101.2855737 33.5778818)
1214,KS,Coffey,3.59,KSCoffey County,0.7476635635290205,POINT (-95.7498925 38.235413)
1215,IN,Miami,4.27,INMiami County,0.710280383386501,POINT (-86.0639451 40.7454905)
1216,KY,Powell,4.3,KYPowell County,0.70863111406668,POINT (-83.8239902 37.8192526)
1217,MN,Mahnomen,5.13,MNMahnomen County,0.6630016528606716,POINT (-95.8142911 47.3313602)
1218,NE,Red Willow,2.04,NERed Willow County,0.8328752131611455,POINT (-100.4550901 40.1686191)
1219,FL,Flagler,3.49,FLFlagler County,0.7531610842380132,POINT (-81.2917415 29.4844412)
1220,MI,Cheboygan,9.06,MICheboygan County,0.4469488661761667,POINT (-84.4768486 45.4417481)
1221,OK,Pushmataha,3.98,OKPushmataha County,0.726223206549703,POINT (-95.4033122 34.4098497)
1222,AR,Hempstead,3.38,ARHempstead County,0.7592083570179051,POINT (-93.6929825 33.6949319)
1223,CA,Modoc,5.79,CAModoc County,0.6267179899670738,POINT (-120.7435998 41.5450487)
1224,SC,Chesterfield,3.7,SCChesterfield County,0.7416162776420054,POINT (-80.1417843 34.6500578)
1225,AR,Clay,4.15,ARClay County,0.7168774082372922,POINT (-90.4087659 36.3609902)
